p_pv;p_vue;p_ue;p_ut;p_ut_tot;t_ext
0;0.103225806;0;0;0;13.89
0;0.106322581;0;0;0;13.89
0;0.108096774;0;0;0;13.64
0.0068325;0.131580645;0;0;0;13.78
0.019815;0.179741935;0;0;0;14.56
0.0792675;0.333;0;0;0;14.62
0.0642375;0.220451613;0;0;0;14.67
0.051255;0.223967742;0;0;0;14.68
0.131205;0.188387097;0;0;0;14.66
0.13599;0.18483871;0;0;0;14.8
0.0334875;0.220354839;0;0;0;14.79
0.044415;0.187032258;0;0;0;14.81
0.072675;0.176032258;0;0;0;14.77
0.035655;0.170354839;0;0;0;14.67
0;0.182096774;0;0;0;14.36
0;0.223387097;0;0;0;14.06
0;0.347483871;0;0;0;13.38
0;0.302645161;0;0;0;13.24
0;0.404677419;0;0;0;13.06
0;0.245741935;0;0;0;12.8
0;0.178483871;0;0;0;12.64
0;0.170677419;0;0;0;12.45
0;0.131709677;0;0;0;12.09
0;0.115483871;0;0;0;11.49
0;0.114870968;0;0;0;11.68
0;0.120483871;0;0;0;11.57
0;0.132645161;0;0;0;11.33
0.0313125;0.119967742;0;0;0;11.29
0.149805;0.188612903;0;0;0;11.44
0.0950325;0.227290323;0;0;0;11.67
0.0792675;0.203225806;0;0;0;11.76
0.14964;0.235967742;0;0;0;12.02
0.0615;0.263387097;0;0;0;12.68
0.1134375;0.246548387;0;0;0;12.48
0.057405;0.261096774;0;0;0;12.54
0.035535;0.285225806;0;0;0;13.03
0.025965;0.270645161;0;0;0;13.18
0.0711975;0.249290323;0;0;0;12.73
0;0.218806452;0;0;0;12.24
0;0.225935484;0;0;0;11.63
0;0.327612903;0;0;0;11
0;0.343225806;0;0;0;10.57
0;0.249806452;0;0;0;10.58
0;0.215612903;0;0;0;10.64
0;0.178;0;0;0;10.7
0;0.156774194;0;0;0;10.6
0;0.129645161;0;0;0;10.58
0;0.109193548;0;0;0;10.4
0;0.11083871;0;0;0;10.44
0;0.111483871;0;0;0;10.66
0;0.106129032;0;0;0;10.48
0.013665;0.110419355;0;0;0;10.27
0.03417;0.145354839;0;0;0;10.35
0.0936825;0.219064516;0;0;0;10.5
0.197205;0.237129032;0;0;0;10.92
0.1339275;0.197225806;0;0;0;11.4
0.06765;0.253677419;0;0;0;11.72
0.24591;0.314709677;0;0;0;12
0.231255;0.280935484;0;0;0;12.42
0.08952;0.234193548;0;0;0;12.31
0.077955;0.240290323;0;0;0;12.12
0.0285825;0.262096774;0;0;0;11.94
0;0.192483871;0;0;0;11.72
0;0.325290323;0;0;0;11.46
0;0.489741935;0;0;0;11.71
0;0.403129032;0;0;0;10.9
0;0.435741935;0;0;0;10.42
0;0.237645161;0;0;0;10.08
0;0.160774194;0;0;0;9.92
0;0.144354839;0;0;0;10.14
0;0.117870968;0;0;0;9.85
0;0.111677419;0;0;0;9.48
0;0.120225806;0;0;0;9.57
0;0.112935484;0;0;0;9.82
0;0.125354839;0;0;0;9.63
0.00342;0.149709677;0;0;0;8.86
0.0204975;0.184225806;0;0;0;10.9
0.0471525;0.215483871;0;0;0;12.05
0.082005;0.212096774;0;0;0;13.02
0.17592;0.20883871;0;0;0;13.22
0.363075;0.277193548;0;0;0;13.74
0.4419075;0.202774194;0;0;0;14.21
0.5228175;0.210064516;0;0;0;14.21
0.16716;0.206612903;0;0;0;14.24
0.2684025;0.194612903;0;0;0;14.17
0.0702525;0.196580645;0;0;0;13.63
0;0.168483871;0;0;0;13.29
0;0.267741935;0;0;0;13.04
0;0.444451613;0;0;0;12.55
0;0.474806452;0;0;0;12.85
0;0.445677419;0;0;0;11.32
0;0.269580645;0;0;0;10.63
0;0.161774194;0;0;0;9.94
0;0.149451613;0;0;0;9.05
0;0.147903226;0;0;0;8.34
0;0.139935484;0;0;0;7.97
0;0.139967742;0;0;0;7.26
0;0.130322581;0;0;0;6.72
0;0.123451613;0;0;0;6.16
0.013665;0.130548387;0;0;0;5.56
0.11163;0.187096774;0;0;0;8.37
0.1962;0.235064516;0;0;0;11.79
0.2031075;0.244;0;0;0;13.67
0.166305;0.259129032;0;0;0;14.56
0.0792675;0.251032258;0;0;0;15.17
0.0369;0.265419355;0;0;0;15.58
0.05262;0.196129032;0;0;0;15.81
0.0273375;0.217548387;0;0;0;15.74
0.019815;0.182451613;0;0;0;15.32
0.0116175;0.164741935;0;0;0;14.72
0;0.185645161;0;0;0;13.12
0;0.205709677;0;0;0;13.28
0;0.403935484;0;0;0;12.49
0;0.364677419;0;0;0;10.87
0;0.396677419;0;0;0;10.23
0;0.241322581;0;0;0;10.29
0;0.187322581;0;0;0;10.17
0;0.12583871;0;0;0;7.8
0;0.111419355;0;0;0;6.58
0;0.11016129;0;0;0;6.11
0;0.110677419;0;0;0;5.84
0;0.110612903;0;0;0;5.85
0;0.139193548;0;0;0;6.06
0.03675;0.175935484;0;0;0;5.95
0.01572;0.18916129;0;0;0;8.67
0.035535;0.234935484;0;0;0;11.06
0.03075;0.202387097;0;0;0;12.69
0.05535;0.230258065;0;0;0;13.7
0.34299;0.172;0;0;0;14.19
0.0656025;0.165064516;0;0;0;14.32
0.141045;0.159645161;0;0;0;14.67
0.041685;0.21983871;0;0;0;14.69
0.019815;0.215193548;0;0;0;14.39
0.0619125;0.14483871;0;0;0;13.93
0;0.139354839;0;0;0;13.59
0;0.322645161;0;0;0;13.12
0;0.372290323;0;0;0;12.34
0;0.335677419;0;0;0;12.15
0;0.458935484;0;0;0;11.84
0;0.359677419;0;0;0;11.81
0;0.220290323;0;0;0;11.73
0;0.171612903;0;0;0;11.3
0;0.118193548;0;0;0;11.14
0;0.111967742;0;0;0;11.08
0;0.107741935;0;0;0;10.28
0;0.118032258;0;0;0;8.32
0;0.112419355;0;0;0;6.76
0.004785;0.142741935;0;0;0;5.98
0.038265;0.207645161;0;0;0;9.1
0.0744825;0.197612903;0;0;0;11.57
0.0300675;0.154129032;0;0;0;12.97
0.10182;0.134;0;0;0;14.06
0.1788375;0.173193548;0;0;0;14.85
0.1456425;0.15183871;0;0;0;15.47
0.1580475;0.211516129;0;0;0;16.16
0.112785;0.176612903;0;0;0;16.18
0.0783675;0.190677419;0;0;0;15.81
0.0220725;0.203645161;0;0;0;15.05
0;0.172967742;0;0;0;14.15
0;0.268064516;0;0;0;13.64
0;0.359677419;0;0;0;13.22
0;0.408129032;0;0;0;12.65
0;0.339225806;0;0;0;12.5
0;0.222903226;0;0;0;12.27
0;0.20683871;0;0;0;11.99
0;0.161193548;0;0;0;11.72
0;0.140258065;0;0;0;11.58
0;0.121451613;0;0;0;11.38
0;0.115;0;0;0;11.12
0;0.12616129;0;0;0;10.75
0;0.118516129;0;1.59145;63.658;10.55
0.0425325;0.129387097;0;1.3442;53.768;10.4
0.2309325;0.206516129;0;1.0947;43.788;9.86
0.3465;0.210387097;0;0.847425;33.897;11.99
0.354465;0.233193548;0;0.66535;26.614;12.95
0.686715;0.217645161;0;0;0;14.17
0.71673;0.263612903;0;0;0;14.45
0.7223325;0.266709677;0;0.21804;8.7216;14.81
0.6185025;0.217290323;0;0.139365;5.5746;14.86
0.4278675;0.333;0;0.06069;2.4276;14.94
0.061425;0.275483871;0;0.530475;21.219;14.58
0.0252675;0.333032258;0;0;0;14.21
0;0.209129032;0;0;0;13.58
0;0.426483871;0;1.50605;60.242;13.1
0;0.401870968;0;1.53975;61.59;12.75
0;0.388129032;0;1.575725;63.029;12.53
0;0.453129032;0;1.510525;60.421;12.34
0;0.310290323;0;1.44535;57.814;12.15
0;0.293806452;0;0;0;11.7
0;0.172935484;0;0;0;11.39
0;0.142387097;0;0;0;11.41
0;0.119322581;0;0;0;11.27
0;0.110548387;0;0;0;10.82
0;0.115612903;0;0;0;10.72
0;0.119258065;0;1.326225;53.049;10.56
0.0127425;0.114064516;0;1.07895;43.158;10.44
0.067635;0.185645161;0;0.83395;33.358;10.08
0.3205875;0.304709677;0;0.586675;23.467;11.16
0.563835;0.190193548;0;0.397875;15.915;11
0.6561675;0.224483871;0;0;0;11.33
0.751635;0.238580645;0;0;0;11.86
0.6874725;0.245870968;0;0.000025;0.001;11.55
0.4866825;0.265548387;0;0.000025;0.001;11.02
0.1496325;0.255290323;0;0.000025;0.001;10.97
0.100305;0.268032258;0;0.058443;2.33772;10.72
0.072585;0.260193548;0;0;0;10.28
0;0.207645161;0;0;0;10.09
0;0.206645161;0;1.004775;40.191;9.85
0;0.326;0;1.5375;61.5;9.6
0;0.289225806;0;2.0725;82.9;9.47
0;0.309967742;0;2.21185;88.474;9.37
0;0.257451613;0;2.351225;94.049;8.86
0;0.224548387;0;0;0;8.72
0;0.163903226;0;0;0;8.49
0;0.126451613;0;0;0;7.96
0;0.112935484;0;0;0;7.85
0;0.121548387;0;0;0;6.8
0;0.123677419;0;0;0;6.83
0;0.11516129;0;2.8615;114.46;7.18
0.0114675;0.132032258;0;2.10395;84.158;6.76
0.19635;0.130935484;0;1.34645;53.858;7.35
0.3888825;0.163548387;0;0.588925;23.557;8.07
0.57159;0.277322581;0;0.397875;15.915;8.14
0.7173375;0.326354839;0;0;0;9.16
0.754365;0.248935484;0;0;0;8.61
0.7117725;0.268;0;0.098905;3.9562;9.64
0.63558;0.243064516;0;0.18657;7.4628;9.87
0.497025;0.403032258;0;0.271975;10.879;9.84
0.30438;0.222548387;0;0.5215;20.86;9.28
0.081165;0.205096774;0;0;0;9.01
0;0.247774194;0;0;0;8.81
0;0.357967742;0;1.1891;47.564;8.69
0;0.454290323;0;1.355425;54.217;8.88
0;0.454903226;0;1.524025;60.961;8.7
0;0.450806452;0;1.618425;64.737;8.44
0;0.383612903;0;1.71285;68.514;8.21
0;0.194612903;0;0;0;8.23
0;0.150290323;0;0;0;8.26
0;0.132354839;0;0;0;8.13
0;0.122290323;0;0;0;7.25
0;0.127677419;0;0;0;6.56
0;0.124;0;0;0;5.81
0;0.12416129;0;2.2141;88.564;5.4
0.0101925;0.141870968;0;1.8522;74.088;4.1
0.065235;0.211967742;0;1.4903;59.612;6.27
0.418185;0.233387097;0;1.1284;45.136;9.29
0.61137;0.230193548;0;0.9216;36.864;11.34
0.715995;0.389967742;0;0;0;12.39
0.7520325;0.283354839;0;0;0;13.53
0.7187775;0.405419355;0;0.46755;18.702;14.06
0.6275325;0.357677419;0;0.429325;17.173;14.35
0.48588;0.429741935;0;0.391125;15.645;14.34
0.2898525;0.27216129;0;0.699075;27.963;13.95
0.0751125;0.225677419;0;0;0;13.21
0;0.219354839;0;0;0;12.78
0;0.363451613;0;1.373425;54.937;12.41
0;0.513774194;0;1.431875;57.275;8.09
0;0.444;0;1.4903;59.612;6.98
0;0.397225806;0;1.418375;56.735;5.44
0;0.294580645;0;1.34645;53.858;4.37
0;0.195258065;0;0;0;3.76
0;0.144354839;0;0;0;3.35
0;0.109483871;0;0;0;3.22
0;0.114483871;0;0;0;3
0;0.115354839;0;0;0;2.73
0;0.112580645;0;0;0;2.3
0;0.118129032;0;1.362175;54.487;1.92
0.00573;0.175387097;0;1.314975;52.599;1.56
0.0621675;0.207451613;0;1.265525;50.621;3.66
0.0835875;0.196032258;0;1.218325;48.733;8.57
0.1706325;0.242645161;0;1.150875;46.035;12.04
0.4475625;0.217516129;0;0;0;13.8
0.5621025;0.197451613;0;0;0;14.84
0.5804025;0.185032258;0;0.959825;38.393;15.53
0.5245875;0.166096774;0;0.905875;36.235;15.76
0.4633275;0.182580645;0;0.851925;34.077;15.65
0.2864175;0.198483871;0;1.02275;40.91;15.17
0.069375;0.200032258;0;0;0;13.82
0;0.279677419;0;0;0;13.55
0;0.361645161;0;1.409375;56.375;13
0;0.461;0;1.4521;58.084;12.5
0;0.436516129;0;1.4948;59.792;9.11
0;0.35683871;0;1.512775;60.511;6.71
0;0.266451613;0;1.528525;61.141;5.6
0;0.179806452;0;0;0;5.22
0;0.137129032;0;0;0;4.83
0;0.125419355;0;0;0;4.62
0;0.123677419;0;0;0;4.64
0;0.124806452;0;0;0;4.97
0;0.123580645;0;0;0;4.6
0;0.116806452;0;2.081475;83.259;5.3
0.001275;0.183451613;0;1.667875;66.715;5.5
0.047655;0.212064516;0;1.254275;50.171;8.02
0.1599225;0.184096774;0;0.840675;33.627;10.04
0.2440575;0.197451613;0;0.6631;26.524;12.45
0.38637;0.170935484;0;0;0;13.57
0.5835075;0.166677419;0;0;0;14.6
0.60195;0.201548387;0;0.337175;13.487;15.2
0.469875;0.327419355;0;0.36865;14.746;15.91
0.1200075;0.366096774;0;0.4001;16.004;16.18
0.0537675;0.292387097;0;0.7328;29.312;15.95
0.0231825;0.218451613;0;0;0;14.34
0;0.258903226;0;0;0;13.61
0;0.254258065;0;1.3442;53.768;12.31
0;0.356806452;0;1.29025;51.61;7.91
0;0.37883871;0;1.23855;49.542;6.14
0;0.364193548;0;1.209325;48.373;4.87
0;0.282709677;0;1.17785;47.114;3.86
0;0.201096774;0;0;0;3.15
0;0.135;0;0;0;2.72
0;0.108064516;0;0;0;2.34
0;0.116064516;0;0;0;2.2
0;0.118387097;0;0;0;1.88
0;0.110645161;0;0;0;1.52
0;0.13916129;0;1.2925;51.7;1.73
0.001275;0.133096774;0;1.218325;48.733;1.9
0.0449475;0.196903226;0;1.14415;45.766;2.85
0.13299;0.207225806;0;1.069975;42.799;6.88
0.256425;0.222354839;0;0.903625;36.145;10.38
0.1285875;0.210612903;0;0;0;11.16
0.2891325;0.20016129;0;0;0;11.74
0.5804025;0.186290323;0;0.633875;25.355;12.2
0.6091125;0.36183871;0;0.699075;27.963;12.46
0.4760775;0.35816129;0;0.76425;30.57;12.47
0.2735175;0.270387097;0;0.91935;36.774;12.05
0.064185;0.169;0;0;0;11.13
0;0.194129032;0;0;0;10.66
0;0.263387097;0;1.164375;46.575;10.06
0;0.317;0;1.096925;43.877;9.19
0;0.316322581;0;1.0295;41.18;8.69
0;0.321935484;0;0.950825;38.033;8.51
0;0.265451613;0;0.87215;34.886;8.33
0;0.210774194;0;0;0;8.1
0;0.145354839;0;0;0;7.82
0;0.141612903;0;0;0;6.33
0;0.125741935;0;0;0;6.18
0;0.126322581;0;0;0;6.59
0;0.128709677;0;0;0;7.07
0;0.132677419;0;0.6766;27.064;7
0;0.169225806;0;0.699075;27.963;6.91
0.24753;0.26016129;0;0.7238;28.952;6.09
0.4502925;0.407516129;0;0.746275;29.851;6.93
0.60183;0.268548387;0;0.750775;30.031;8.2
0.679815;0.331258065;0;0;0;9.07
0.6857775;0.30683871;0;0;0;9.97
0.6530775;0.27583871;0;0.8699;34.796;10.54
0.58728;0.262645161;0;0.98005;39.202;10.83
0.45822;0.209903226;0;1.08795;43.518;10.69
0.2743275;0.203225806;0;1.054225;42.169;10.38
0.03819;0.169516129;0;0;0;9.6
0;0.207193548;0;0;0;8.81
0;0.243290323;0;0.97555;39.022;8.32
0;0.415645161;0;0.959825;38.393;7.69
0;0.369354839;0;0.944075;37.763;7.27
0;0.349354839;0;0.964325;38.573;7.11
0;0.327129032;0;0.98455;39.382;7.01
0;0.216193548;0;0;0;6.73
0;0.198032258;0;0;0;6.51
0;0.159064516;0;0;0;6.4
0;0.146322581;0;0;0;6.39
0;0.130806452;0;0;0;6.3
0;0.120806452;0;0;0;6.43
0;0.129419355;0;1.571225;62.849;6.55
0;0.210290323;0;1.38915;55.566;6.75
0.2425575;0.224322581;0;1.209325;48.373;7.11
0.451005;0.276935484;0;1.02725;41.09;7.29
0.5952525;0.271774194;0;0.8272;33.088;7.97
0.67197;0.227387097;0;0;0;8.61
0.68361;0.255;0;0;0;8.77
0.6501225;0.317774194;0;0.4181;16.724;8.89
0.5940225;0.365967742;0;0.41135;16.454;8.94
0.44265;0.415;0;0.4046;16.184;9.14
0.26559;0.396290323;0;0.73055;29.222;9.23
0.0101925;0.263129032;0;0;0;8.95
0;0.195032258;0;0;0;8.51
0;0.221096774;0;1.323975;52.959;8.36
0;0.395645161;0;1.265525;50.621;7.56
0;0.393580645;0;1.207075;48.283;7.3
0;0.331645161;0;1.164375;46.575;7.3
0;0.288258065;0;1.121675;44.867;7.32
0;0.232451613;0;0;0;7.16
0;0.167354839;0;0;0;7.19
0;0.171354839;0;0;0;7.18
0;0.141516129;0;0;0;7.05
0;0.114322581;0;0;0;6.93
0;0.110516129;0;0;0;6.82
0;0.119419355;0;1.56;62.4;6.82
0;0.12616129;0;1.416125;56.645;6.86
0.2440575;0.124806452;0;1.274525;50.981;6.68
0.44832;0.202354839;0;1.13065;45.226;7.42
0.592035;0.271322581;0;0.98005;39.202;7.96
0.6688275;0.202580645;0;0;0;8.21
0.6744825;0.184580645;0;0;0;8.33
0.65265;0.283548387;0;0.63165;25.266;8.32
0.590775;0.231774194;0;0.582175;23.287;8.51
0.4549125;0.224870968;0;0.532725;21.309;8.64
0.261945;0.215709677;0;0.7755;31.02;8.58
0.0089175;0.229032258;0;0;0;8.37
0;0.268322581;0;0;0;8.12
0;0.38883871;0;1.2498;49.992;7.92
0;0.35416129;0;1.2408;49.632;7.77
0;0.352548387;0;1.2318;49.272;7.53
0;0.242483871;0;1.305975;52.239;7.59
0;0.191612903;0;1.380175;55.207;7.48
0;0.171774194;0;0;0;7.39
0;0.134193548;0;0;0;7.39
0;0.126129032;0;0;0;7.84
0;0.118354839;0;0;0;7.76
0;0.118806452;0;0;0;7.51
0;0.120935484;0;0;0;7.76
0;0.138;0;1.4903;59.612;7.75
0;0.150258065;0;1.222825;48.913;7.14
0.187515;0.246419355;0;0.953075;38.123;9.06
0.2993025;0.463548387;0;0.685575;27.423;9.28
0.5055675;0.222354839;0;0.41585;16.634;9.93
0.60954;0.329129032;0;0;0;10.23
0.683205;0.313064516;0;0;0;9.88
0.5576925;0.271322581;0;0.000025;0.001;10.05
0.224295;0.235193548;0;0.000025;0.001;10.7
0.0926175;0.204548387;0;0.000025;0.001;10.1
0.06648;0.15683871;0;0.12363;4.9452;9.5
0.0044625;0.149;0;0;0;8.85
0;0.194;0;0;0;8.11
0;0.272935484;0;0.8699;34.796;7.6
0;0.459935484;0;0.912625;36.505;7.65
0;0.372774194;0;0.955325;38.213;7.55
0;0.289806452;0;0.993525;39.741;7.58
0;0.294;0;1.0295;41.18;7.7
0;0.210870968;0;0;0;7.68
0;0.13983871;0;0;0;7.67
0;0.128935484;0;0;0;7.36
0;0.119967742;0;0;0;6.67
0;0.122354839;0;0;0;6.38
0;0.125483871;0;0;0;6.2
0;0.176677419;0;1.1801;47.204;5.48
0;0.151096774;0;1.043;41.72;5.05
0.11787;0.199741935;0;0.905875;36.235;6.44
0.1707675;0.285354839;0;0.76875;30.75;8.66
0.1884375;0.229806452;0;0.67885;27.154;10.37
0.2282325;0.234322581;0;0;0;10.75
0.3924075;0.230419355;0;0;0;11.12
0.13227;0.242870968;0;0.4001;16.004;11.32
0.1104825;0.269193548;0;0.3012;12.048;11.41
0.07962;0.302096774;0;0.200055;8.0022;11.45
0.0653775;0.314935484;0;0.427075;17.083;11.02
0;0.178387097;0;0;0;10.42
0;0.159096774;0;0;0;8.9
0;0.213387097;0;0.9688;38.752;9.19
0;0.378806452;0;1.056475;42.259;9.36
0;0.35216129;0;1.1464;45.856;9.01
0;0.279193548;0;1.171125;46.845;7.39
0;0.259193548;0;1.19585;47.834;4.51
0;0.194290323;0;0;0;3.51
0;0.152096774;0;0;0;3.21
0;0.136322581;0;0;0;2.87
0;0.127193548;0;0;0;2.09
0;0.121258065;0;0;0;1.34
0;0.113064516;0;0;0;0.96
0;0.122483871;0;1.71285;68.514;0.61
0;0.170354839;0;1.3914;55.656;0.77
0.0300675;0.212451613;0;1.067725;42.709;1.5
0.0457875;0.319129032;0;0.746275;29.851;4.88
0.0362175;0.276193548;0;0.499025;19.961;6.79
0.06765;0.282096774;0;0;0;8.12
0.0902025;0.288709677;0;0;0;8.85
0.10182;0.178129032;0;0.020231;0.80924;9.12
0.10548;0.183516129;0;0.033718;1.34872;9.24
0.0768975;0.210064516;0;0.047205;1.8882;9.02
0.099495;0.162;0;0.2585;10.34;8.53
0;0.136677419;0;0;0;7.96
0;0.151935484;0;0;0;7.27
0;0.263741935;0;0.7283;29.132;6.7
0;0.360870968;0;0.77325;30.93;5.7
0;0.345935484;0;0.8182;32.728;5.62
0;0.460322581;0;0.7845;31.38;5.13
0;0.353483871;0;0.750775;30.031;4.9
0;0.192580645;0;0;0;4.81
0;0.137903226;0;0;0;4.57
0;0.123903226;0;0;0;4.48
0;0.111806452;0;0;0;4.51
0;0.119354839;0;0;0;4.39
0;0.115193548;0;0;0;4.47
0;0.152580645;0;0.953075;38.123;4.37
0;0.152419355;0;0.9396;37.584;4.56
0.1659525;0.207129032;0;0.92835;37.134;3.36
0.3872025;0.169741935;0;0.914875;36.595;5.68
0.548505;0.179258065;0;0.842925;33.717;7.35
0.6461325;0.277290323;0;0;0;8.52
0.6863475;0.248032258;0;0;0;9.81
0.6684225;0.308193548;0;0.687825;27.513;10.59
0.56841;0.174935484;0;0.6766;27.064;10.98
0.4298775;0.209548387;0;0.66535;26.614;11.06
0.2349675;0.225645161;0;0.82945;33.178;10.57
0;0.151548387;0;0;0;9.65
0;0.163322581;0;0;0;8.47
0;0.310419355;0;1.270025;50.801;8.29
0;0.440451613;0;1.380175;55.207;8.12
0;0.503064516;0;1.49255;59.702;7.82
0;0.324032258;0;1.465575;58.623;7.49
0;0.284064516;0;1.4386;57.544;6.57
0;0.201258065;0;0;0;6.26
0;0.157806452;0;0;0;5.72
0;0.134709677;0;0;0;5.34
0;0.121129032;0;0;0;4.72
0;0.125032258;0;0;0;4.05
0;0.125967742;0;0;0;3.36
0;0.127451613;0;1.872425;74.897;2.96
0;0.162290323;0;1.8657;74.628;2.61
0.1293075;0.265709677;0;1.8567;74.268;3.16
0.25197;0.265354839;0;1.84995;73.998;6.71
0.45429;0.275322581;0;1.64315;65.726;10
0.6497625;0.217419355;0;0;0;11.27
0.68292;0.203258065;0;0;0;12.19
0.6601575;0.230129032;0;1.1756;47.024;12.91
0.565035;0.274225806;0;1.12615;45.046;13.27
0.4224225;0.265451613;0;1.07445;42.978;13.16
0.2255475;0.276967742;0;1.3015;52.06;12.6
0;0.227709677;0;0;0;11.74
0;0.212806452;0;0;0;11.22
0;0.371870968;0;1.834225;73.369;10.65
0;0.390580645;0;1.9129;76.516;9.19
0;0.36483871;0;1.991575;79.663;8.16
0;0.358096774;0;1.989325;79.573;7.21
0;0.301870968;0;1.984825;79.393;5.8
0;0.182290323;0;0;0;4.41
0;0.143419355;0;0;0;3.78
0;0.128064516;0;0;0;3.93
0;0.131193548;0;0;0;4.4
0;0.124709677;0;0;0;4.61
0;0.124516129;0;0;0;4.96
0;0.139258065;0;1.989325;79.573;5.37
0;0.133258065;0;1.822975;72.919;5.64
0.1514025;0.181741935;0;1.6589;66.356;7.76
0.3536475;0.180645161;0;1.49255;59.702;7.84
0.541875;0.196322581;0;1.38465;55.386;9.97
0.64614;0.202290323;0;0;0;10.62
0.6805275;0.216548387;0;0;0;10.59
0.662715;0.272;0;1.0767;43.068;10.74
0.56223;0.202967742;0;0.98905;39.562;10.39
0.4157925;0.262774194;0;0.901375;36.055;9.73
0.2178375;0.338064516;0;1.08345;43.338;9.25
0;0.280193548;0;0;0;8.85
0;0.26716129;0;0;0;8.53
0;0.29383871;0;1.60045;64.018;8.33
0;0.410645161;0;1.75555;70.222;7.79
0;0.347903226;0;1.91065;76.426;7.64
0;0.344967742;0;2.0118;80.472;7.51
0;0.240483871;0;2.1107;84.428;7.36
0;0.200709677;0;0;0;7.33
0;0.169258065;0;0;0;7.31
0;0.132580645;0;0;0;7.13
0;0.120080645;0;0;0;7.13
0;0.12283871;0;0;0;7.21
0;0.117322581;0;0;0;7.19
0;0.114354839;0;2.513;100.52;7.1
0;0.128354839;0;2.137675;85.507;7.18
0.1525725;0.204612903;0;1.76455;70.582;7.05
0.3359625;0.221193548;0;1.38915;55.566;7.51
0.5392575;0.206354839;0;1.18235;47.294;8.01
0.63768;0.258322581;0;0;0;8.08
0.683025;0.266322581;0;0;0;8.17
0.659175;0.38;0;0.802475;32.099;8.31
0.553545;0.333193548;0;0.83845;33.538;8.52
0.4046025;0.304064516;0;0.87215;34.886;8.53
0.208485;0.288612903;0;1.150875;46.035;8.36
0;0.240741935;0;0;0;8.22
0;0.322709677;0;0;0;8.28
0;0.288096774;0;1.721825;68.873;8.35
0;0.241580645;0;1.831975;73.279;8.41
0;0.325612903;0;1.942125;77.685;8.47
0;0.302322581;0;2.0545;82.18;8.54
0;0.255483871;0;2.16465;86.586;8.6
0;0.189193548;0;0;0;8.66
0;0.156677419;0;0;0;8.73
0;0.141;0;0;0;8.79
0;0.127419355;0;0;0;8.85
0;0.120451613;0;0;0;8.92
0;0.120903226;0;0;0;8.98
0;0.122580645;0;2.93575;117.43;9.04
0;0.134387097;0;3.04575;121.83;9.11
0.19482;0.137225806;0;3.156;126.24;9.17
0.3440625;0.249645161;0;1.33295;53.318;9.34
0.15396;0.26416129;0;1.018275;40.731;11.23
0.585195;0.300935484;0;0;0;12.84
0.6996075;0.379870968;0;0;0;13.89
0.72525;0.311935484;0;0.427075;17.083;14.63
0.580755;0.257451613;0;0.46755;18.702;15.09
0.3425475;0.257483871;0;0.50575;20.23;15.07
0.1725825;0.276935484;0;0.72605;29.042;14.56
0;0.267935484;0;0;0;13.67
0;0.265903226;0;0;0;12.79
0;0.350806452;0;1.45435;58.174;12.39
0;0.324483871;0;1.737575;69.503;11.01
0;0.424870968;0;2.0208;80.832;10.64
0;0.331032258;0;2.342225;93.689;10.19
0;0.25083871;0;2.66375;106.55;10.01
0;0.195290323;0;0;0;9.78
0;0.146;0;0;0;9.5
0;0.122580645;0;0;0;9.44
0;0.122322581;0;0;0;9.28
0;0.148806452;0;0;0;9.18
0;0.12583871;0;0;0;9.01
0;0.135677419;0;3.41675;136.67;8.12
0;0.146870968;0;2.76025;110.41;7.9
0.0583875;0.203032258;0;2.101725;84.069;7.99
0.053985;0.200419355;0;1.44535;57.814;8.63
0.0546675;0.180064516;0;1.164375;46.575;10.54
0.0949875;0.159903226;0;0;0;11.43
0.0437325;0.212129032;0;0;0;12.53
0.032115;0.193322581;0;0.63165;25.266;12.84
0.029385;0.234258065;0;0.6631;26.524;13.15
0.05535;0.220645161;0;0.692325;27.693;13.27
0.00957;0.202419355;0;0.98005;39.202;12.66
0;0.162903226;0;0;0;11.92
0;0.191193548;0;0;0;10.76
0;0.268387097;0;1.717325;68.693;10.45
0;0.350129032;0;1.881425;75.257;10.73
0;0.368774194;0;2.045525;81.821;10.53
0;0.273935484;0;2.17815;87.126;10.34
0;0.310483871;0;2.313;92.52;10
0;0.217032258;0;0;0;9.6
0;0.140677419;0;0;0;8.81
0;0.124548387;0;0;0;7.68
0;0.123225806;0;0;0;6.45
0;0.117290323;0;0;0;5.66
0;0.120096774;0;0;0;5.22
0;0.137258065;0;2.56475;102.59;4.77
0;0.155129032;0;2.36245;94.498;4.63
0.12735;0.188354839;0;2.1624;86.496;6.16
0.249165;0.236322581;0;1.9601;78.404;9.54
0.0703875;0.213032258;0;1.80725;72.29;12.68
0.0888375;0.250129032;0;0;0;14.32
0.0560325;0.210967742;0;0;0;15.33
0.0642375;0.194935484;0;1.515025;60.601;16.01
0.1479975;0.248387097;0;1.528525;61.141;16.36
0.019815;0.250935484;0;1.542;61.68;16.26
0.2623575;0.220193548;0;1.805;72.2;15.65
0;0.173645161;0;0;0;14.54
0;0.211935484;0;0;0;13.6
0;0.361516129;0;2.25905;90.362;12.62
0;0.415903226;0;2.187125;87.485;10.47
0;0.343483871;0;2.11745;84.698;10.05
0;0.295967742;0;2.079225;83.169;10.34
0;0.248225806;0;2.043275;81.731;10.18
0;0.178;0;0;0;9.71
0;0.147774194;0;0;0;9.45
0;0.135935484;0;0;0;9.65
0;0.12916129;0;0;0;9.73
